time,title,rate,url,cover
,音乐大师,5.8,https://movie.douban.com/subject/26653386/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2900462724.jpg
,前任4：英年早婚,5.6,https://movie.douban.com/subject/35358443/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2898244180.jpg
,过往人生,7.6,https://movie.douban.com/subject/34963356/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2897238625.jpg
,芭比,8.1,https://movie.douban.com/subject/4058939/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2895679456.jpg
,白塔之光,7.0,https://movie.douban.com/subject/35424892/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2899618959.jpg
,杀手,6.6,https://movie.douban.com/subject/2998451/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2897454450.jpg
,长安三万里,8.3,https://movie.douban.com/subject/36035676/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2893820209.jpg
,志愿军：雄兵出击,6.9,https://movie.douban.com/subject/35496350/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2898557049.jpg
,30天,6.9,https://movie.douban.com/subject/36070881/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2897838268.jpg
,蜘蛛侠：纵横宇宙,8.5,https://movie.douban.com/subject/30391186/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2892315297.jpg
,小鸡快跑2：鸡块新时代,7.0,https://movie.douban.com/subject/30206557/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2897733695.jpg
,93国际列车大劫案：莫斯科行动,6.1,https://movie.douban.com/subject/10810266/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2898556939.jpg
,梦想情景,7.0,https://movie.douban.com/subject/36076190/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2898316441.jpg
,不虚此行,7.0,https://movie.douban.com/subject/35432345/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2897502151.jpg
,不要太期待世界末日,7.8,https://movie.douban.com/subject/35772577/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2901415646.jpg
,星愿,6.7,https://movie.douban.com/subject/36090455/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2899834949.jpg
,奈德,8.3,https://movie.douban.com/subject/35385225/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2901077639.jpg
,粽邪3：鬼门开,5.6,https://movie.douban.com/subject/36118052/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2891085806.jpg
,威尼斯惊魂夜,6.1,https://movie.douban.com/subject/36117224/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2896593530.jpg
,AI创世者,6.1,https://movie.douban.com/subject/35453476/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2897168300.jpg
,第八个嫌疑人,6.0,https://movie.douban.com/subject/34436452/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2897543922.jpg
,自由之声,7.8,https://movie.douban.com/subject/30454682/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2893085018.jpg
,疯狂元素城,7.1,https://movie.douban.com/subject/35901878/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2891542432.jpg
,最后的真相,5.9,https://movie.douban.com/subject/35355164/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2895530144.jpg
,我爱你！,7.9,https://movie.douban.com/subject/35818074/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2888042597.jpg
,网络谜踪2,7.9,https://movie.douban.com/subject/34795100/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2886965335.jpg
,猜谜女士,7.3,https://movie.douban.com/subject/35729393/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2897822741.jpg
,碟中谍7：致命清算（上）,7.6,https://movie.douban.com/subject/30433455/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2893481084.jpg
,年少日记,8.5,https://movie.douban.com/subject/34940879/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2898936532.jpg
,银河护卫队3,8.4,https://movie.douban.com/subject/26258779/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2887887081.jpg
,红色天空,7.7,https://movie.douban.com/subject/35221425/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2888522083.jpg
,电锯惊魂10,7.4,https://movie.douban.com/subject/36116844/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2896065153.jpg
,封神第一部：朝歌风云,7.8,https://movie.douban.com/subject/10604086/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2895465725.jpg
,茶啊二中,7.3,https://movie.douban.com/subject/34880018/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2895351514.jpg
,闭上眼睛,7.6,https://movie.douban.com/subject/35981370/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2895834764.jpg
,普瑞希拉,5.6,https://movie.douban.com/subject/36091107/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2893529080.jpg
,小行星城,6.7,https://movie.douban.com/subject/35209746/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2891847821.jpg
,本日公休,8.1,https://movie.douban.com/subject/34850550/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2887742431.jpg
,燃冬,5.6,https://movie.douban.com/subject/35672437/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2894025389.jpg
,夺宝奇兵5：命运转盘,7.0,https://movie.douban.com/subject/3819860/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2892683049.jpg
,命案,7.2,https://movie.douban.com/subject/35524438/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2890179685.jpg
,富都青年,7.2,https://movie.douban.com/subject/35211921/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2896241922.jpg
,星条红与皇室蓝,7.6,https://movie.douban.com/subject/33406097/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2896539228.jpg
,鹦鹉杀,5.4,https://movie.douban.com/subject/35496265/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2897518505.jpg
,不要见怪,6.5,https://movie.douban.com/subject/35733431/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2891129316.jpg
,俄罗斯方块,8.0,https://movie.douban.com/subject/26087471/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2888730530.jpg
,祭屋出租,7.3,https://movie.douban.com/subject/36244313/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2889066541.jpg
,枯叶,8.1,https://movie.douban.com/subject/35928797/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2891958596.jpg
,全家变身大作战,6.2,https://movie.douban.com/subject/36360676/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2900522061.jpg
,伸冤人3,7.2,https://movie.douban.com/subject/35736400/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2897743122.jpg
,冷血动物,7.3,https://movie.douban.com/subject/35603697/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2897865638.jpg
,无处逢生,7.0,https://movie.douban.com/subject/35642187/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2897850897.jpg
,我们的一天,7.1,https://movie.douban.com/subject/36367120/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2900634829.jpg
,GT赛车：极速狂飙,7.1,https://movie.douban.com/subject/25782720/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2897205491.jpg
,扬妮克,7.4,https://movie.douban.com/subject/36352491/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2901915929.jpg
,傻钱,7.1,https://movie.douban.com/subject/36082226/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2896514337.jpg
,芭蕾复仇曲,6.9,https://movie.douban.com/subject/35863215/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2898328874.jpg
,走私,6.7,https://movie.douban.com/subject/35303814/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2894171078.jpg
,千寻小姐,7.7,https://movie.douban.com/subject/35791966/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2884868812.jpg
,无价之宝,6.5,https://movie.douban.com/subject/35448384/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2900172884.jpg
,闪电侠,7.7,https://movie.douban.com/subject/3011317/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2892365111.jpg
,金色茧房,6.8,https://movie.douban.com/subject/36367140/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2899462597.jpg
,我经过风暴,6.5,https://movie.douban.com/subject/35451890/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2896816460.jpg
,当邪恶潜伏时,6.1,https://movie.douban.com/subject/35840846/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2897250671.jpg
,孤注一掷,6.9,https://movie.douban.com/subject/35267224/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2896551721.jpg
,念念相忘,6.0,https://movie.douban.com/subject/35424911/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2896873968.jpg
,混凝土乌托邦,6.3,https://movie.douban.com/subject/35166209/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2896307931.jpg
,The Wild：野兽们的战争,5.5,https://movie.douban.com/subject/35634628/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2902061949.jpg
,博很恐惧,7.1,https://movie.douban.com/subject/35381711/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2886073087.jpg
,流浪地球2,8.3,https://movie.douban.com/subject/35267208/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2885955777.jpg
,绿色边境,7.5,https://movie.douban.com/subject/36217949/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2897561169.jpg
,八角笼中,7.3,https://movie.douban.com/subject/35765480/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2893476407.jpg
,学爸,6.0,https://movie.douban.com/subject/35392725/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2896597470.jpg
,蜥蜴伯伯里奥,7.5,https://movie.douban.com/subject/34997864/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2901353656.jpg
,不日成婚2,6.7,https://movie.douban.com/subject/35810236/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2900676073.jpg
,新奥林巴斯,7.8,https://movie.douban.com/subject/36171564/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2898722145.jpg
,复仇狗联盟,7.3,https://movie.douban.com/subject/35802912/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2897807305.jpg
,毒舌律师,7.5,https://movie.douban.com/subject/35914259/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2886619074.jpg
,疾速追杀4,7.3,https://movie.douban.com/subject/33455421/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2884692335.jpg
,蓝色巨人,8.2,https://movie.douban.com/subject/35634583/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2885199594.jpg
,黑帮老妈,6.8,https://movie.douban.com/subject/35414282/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2888655252.jpg
,热烈,7.2,https://movie.douban.com/subject/35556001/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2895553074.jpg
,青春期猪头少年不会梦到娇怜外出妹,7.4,https://movie.douban.com/subject/36107720/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2889770900.jpg
,修女2,5.7,https://movie.douban.com/subject/33406478/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2895269946.jpg
,止痛骗,6.6,https://movie.douban.com/subject/35603707/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2899207306.jpg
,温柔壳,6.9,https://movie.douban.com/subject/34853941/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2886363800.jpg
,龙与地下城：侠盗荣耀,7.5,https://movie.douban.com/subject/26584673/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2888874787.jpg
,我的错误,7.2,https://movie.douban.com/subject/36168684/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2890770708.jpg
,气垫传奇,7.5,https://movie.douban.com/subject/35738421/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2888131086.jpg
,速度与激情10,6.1,https://movie.douban.com/subject/26631790/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2890967727.jpg
,生无可恋的奥托,7.6,https://movie.douban.com/subject/27150277/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2888752193.jpg
,利益区域,7.8,https://movie.douban.com/subject/35169716/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2899514583.jpg
,无名,6.6,https://movie.douban.com/subject/35372742/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2886187418.jpg
,上帝在吗？我是玛格丽特,7.5,https://movie.douban.com/subject/35367386/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2888422511.jpg
,满江红,7.0,https://movie.douban.com/subject/35766491/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2887555071.jpg
,蓝甲虫,4.6,https://movie.douban.com/subject/30391109/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2895433340.jpg
,都是陌生人,7.7,https://movie.douban.com/subject/35955811/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2898663295.jpg
,数码宝贝大冒险02 新剧场版,6.9,https://movie.douban.com/subject/35559564/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2890837896.jpg
,疫起,7.2,https://movie.douban.com/subject/35211920/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2889446349.jpg
,深海,7.2,https://movie.douban.com/subject/26649682/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2885941329.jpg
,老橡树酒馆,6.6,https://movie.douban.com/subject/35884587/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2895016216.jpg
,勇敢的市民,6.6,https://movie.douban.com/subject/35605944/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2898318655.jpg
,忍者神龟：变种大乱斗,6.8,https://movie.douban.com/subject/26369765/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2895790300.jpg
,超级马力欧兄弟大电影,7.8,https://movie.douban.com/subject/27199894/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2888584528.jpg
,哆啦A梦：大雄与天空的理想乡,7.1,https://movie.douban.com/subject/35967711/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2891257290.jpg
,暗杀风暴,5.7,https://movie.douban.com/subject/26746801/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2892025156.jpg
,惊天营救2,7.4,https://movie.douban.com/subject/35056376/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2892063382.jpg
,回廊亭,4.9,https://movie.douban.com/subject/35401290/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2869971078.jpg
,邪恶不存在,7.5,https://movie.douban.com/subject/36490368/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2897899393.jpg
,非官方行动,6.8,https://movie.douban.com/subject/30391894/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2895838036.jpg
,千博士驱魔研究所,5.7,https://movie.douban.com/subject/35805804/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2896547599.jpg
,眠,5.8,https://movie.douban.com/subject/35621135/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2896261435.jpg
,美丽的他电影版,7.7,https://movie.douban.com/subject/35907236/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2886313158.jpg
,法式火锅,7.2,https://movie.douban.com/subject/35875476/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2901890896.jpg
,忠犬八公,7.5,https://movie.douban.com/subject/26999802/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2888696986.jpg
,名侦探柯南 灰原哀物语～黑铁的神秘列车～,6.7,https://movie.douban.com/subject/36178405/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2884838241.jpg
,吹响悠风号 合奏比赛篇,8.8,https://movie.douban.com/subject/35923540/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2885627311.jpg
,东北警察故事2,7.2,https://movie.douban.com/subject/35813934/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2894037985.jpg
,绝地追击,6.5,https://movie.douban.com/subject/35192609/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2897295760.jpg
,圣诞快乐小蝙蝠侠,6.9,https://movie.douban.com/subject/35601983/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2900844329.jpg
,爱很美味,7.2,https://movie.douban.com/subject/35711450/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2889297555.jpg
,我的幸福婚约,6.5,https://movie.douban.com/subject/35882114/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2881802894.jpg
,鬼玩人崛起,6.5,https://movie.douban.com/subject/35410042/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2885989906.jpg
,潜伏5：红门,5.2,https://movie.douban.com/subject/34902394/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2890895109.jpg
,变形金刚：超能勇士崛起,5.8,https://movie.douban.com/subject/26634250/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2892024245.jpg
,蚁人与黄蜂女：量子狂潮,5.8,https://movie.douban.com/subject/34610636/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2888100566.jpg
,小镇幽浮,7.6,https://movie.douban.com/subject/36161478/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2894204604.jpg
,教师休息室,7.6,https://movie.douban.com/subject/36193697/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2900728598.jpg
,绝对杀手,6.5,https://movie.douban.com/subject/35904240/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2898929059.jpg
,口罩男子不想谈恋爱,7.0,https://movie.douban.com/subject/36327992/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2889681599.jpg
,极寒之城,6.4,https://movie.douban.com/subject/30450557/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2892959059.jpg
,巨齿鲨2：深渊,5.0,https://movie.douban.com/subject/34882958/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2893737765.jpg
,果尔达,7.3,https://movie.douban.com/subject/35525524/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2896037406.jpg
,这么多年,6.3,https://movie.douban.com/subject/35591164/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2890952124.jpg
,犯罪都市3,6.5,https://movie.douban.com/subject/35807273/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2892046070.jpg
,扫毒3：人在天涯,5.5,https://movie.douban.com/subject/35013359/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2892914259.jpg
,盟约,7.4,https://movie.douban.com/subject/35722688/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2887388117.jpg
,第八感,7.6,https://movie.douban.com/subject/35983210/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2890138003.jpg
,女僚机,6.8,https://movie.douban.com/subject/36056072/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2900157322.jpg
,杀死福顺,6.7,https://movie.douban.com/subject/35521951/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2887348324.jpg
,热辣奇多的诞生,7.2,https://movie.douban.com/subject/36092435/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2897155906.jpg
,我的罪行,7.3,https://movie.douban.com/subject/35891597/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2886288431.jpg
,雷霆沙赞！众神之怒,5.4,https://movie.douban.com/subject/33402300/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2888229976.jpg
,三贵情史,5.6,https://movie.douban.com/subject/34923510/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2897753821.jpg
,黑莓,7.1,https://movie.douban.com/subject/36212964/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2890984698.jpg
,银河铁道之父,7.1,https://movie.douban.com/subject/35891499/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2891029112.jpg
,死尸死时四十四,6.3,https://movie.douban.com/subject/35914241/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2889016945.jpg
,金爆行动,5.5,https://movie.douban.com/subject/35199447/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2889239465.jpg
,美少女战士Cosmos 前篇,8.1,https://movie.douban.com/subject/35883383/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2887256182.jpg
,兜风,5.6,https://movie.douban.com/subject/35897468/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2889392248.jpg
,1947波士顿,7.3,https://movie.douban.com/subject/36010251/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2898598380.jpg
,偶滴神啊2,7.3,https://movie.douban.com/subject/35853358/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2899322727.jpg
,古立特宇宙,8.7,https://movie.douban.com/subject/35700022/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2889907890.jpg
,瞒天劫,7.2,https://movie.douban.com/subject/36105149/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2899776317.jpg
,小孩儿,7.5,https://movie.douban.com/subject/36217805/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2891602008.jpg
,过道,6.0,https://movie.douban.com/subject/35610159/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2893568257.jpg
,伯爵,6.8,https://movie.douban.com/subject/35944060/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2896661751.jpg
,交换人生,5.0,https://movie.douban.com/subject/35513968/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2886396440.jpg
,乘船而去,8.0,https://movie.douban.com/subject/35268501/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2893016943.jpg
,人生路不熟,5.8,https://movie.douban.com/subject/35653205/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2889864501.jpg
,中国乒乓之绝地反击,6.8,https://movie.douban.com/subject/30323380/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2887401308.jpg
,罪犯们,7.4,https://movie.douban.com/subject/35899010/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2892488483.jpg
,龙马精神,5.4,https://movie.douban.com/subject/35595615/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2890004015.jpg
,公平竞争,6.8,https://movie.douban.com/subject/36181093/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2896648482.jpg
,熊出没·伴我“熊芯”,7.1,https://movie.douban.com/subject/36123159/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2886535219.jpg
,傍晚向日葵,7.0,https://movie.douban.com/subject/36393865/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2900523041.jpg
,孤立无援,6.0,https://movie.douban.com/subject/36133787/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2897740776.jpg
,戏剧训练营,7.3,https://movie.douban.com/subject/36181528/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2897156061.jpg
,奇美拉,8.2,https://movie.douban.com/subject/35448539/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2892253589.jpg
,金牌保镖,7.3,https://movie.douban.com/subject/35744460/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2896690010.jpg
,塑料大棚,7.0,https://movie.douban.com/subject/36088982/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2893873177.jpg
,垫底俱乐部,6.7,https://movie.douban.com/subject/36037265/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2892948780.jpg
,了不起的夜晚,5.5,https://movie.douban.com/subject/35814176/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2888740694.jpg
,吾爱敦煌,7.2,https://movie.douban.com/subject/34852932/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2900852062.jpg
,偶得回响,7.3,https://movie.douban.com/subject/35749607/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2895230664.jpg
,渴水,6.6,https://movie.douban.com/subject/35681112/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2892430352.jpg
